,Keyword,Position,Volume,Difficulty,Page URL inside,SERP Features,Website,Coefficient
32771,create workflow diagram,7,200,39,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask",visme.co,5.128205128205129
32772,banner creator youtube,8,150,35,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack",visme.co,4.285714285714286
32784,gift card creator,8,200,34,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",visme.co,5.882352941176471
32795,how to create thumbnails,9,350,37,,"Adwords top, Sitelinks, Featured snippet, People also ask, Video",visme.co,9.45945945945946
32797,create brochure online,9,250,32,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Adwords bottom",visme.co,7.8125
32808,create a line graph online,9,200,28,,"Sitelinks, People also ask, Top stories, Thumbnail",visme.co,7.142857142857143
32810,youtube background creator,9,250,37,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack",visme.co,6.756756756756757
32812,creating a concept map,6,200,12,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Image pack",visme.co,16.666666666666668
32817,create decision tree online,5,100,17,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,5.882352941176471
32818,create a restaurant menu,6,150,33,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Image pack, Adwords bottom",visme.co,4.545454545454546
32822,create menu online,6,150,35,,"Adwords top, Sitelinks, People also ask, Adwords bottom",visme.co,4.285714285714286
32837,create a class schedule,7,150,22,,People also ask,visme.co,6.818181818181818
32843,create a bar chart,7,200,28,,"Top stories, Thumbnail, People also ask",visme.co,7.142857142857143
32850,create a newsletter online,6,150,25,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom",visme.co,6.0
32872,organization chart creator,5,100,32,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom",visme.co,3.125
32884,create thumbnail images,7,150,17,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Image pack",visme.co,8.823529411764707
32887,pie graph creator,7,150,22,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories",visme.co,6.818181818181818
32888,desktop wallpaper creator,6,100,24,,"Sitelinks, Top stories, Thumbnail, People also ask",visme.co,4.166666666666667
32892,create brochures,7,150,33,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom, Shopping results",visme.co,4.545454545454546
32894,create your own desktop wallpaper,6,100,14,,"Sitelinks, People also ask, Top stories, Thumbnail, Image pack",visme.co,7.142857142857143
32902,create line graph online,6,100,23,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",visme.co,4.3478260869565215
32904,create quotes pictures,9,250,37,,"Sitelinks, Top stories, Thumbnail, Image pack, People also ask",visme.co,6.756756756756757
32911,how to create a thumbnail image,8,200,17,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories",visme.co,11.764705882352942
32916,how to create a menu,9,350,24,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack",visme.co,14.583333333333334
32926,create your own background,11,350,17,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack",visme.co,20.58823529411765
32930,creative timeline,8,500,2,,"Image pack, Sitelinks, People also ask, Top stories, Thumbnail",visme.co,250.0
32939,create ebook free,6,100,26,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Image pack",visme.co,3.8461538461538463
32944,youtube channel banner creator,9,200,36,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack",visme.co,5.555555555555555
32959,flash card creator,12,300,39,,"Sitelinks, Top stories, Thumbnail, People also ask",visme.co,7.6923076923076925
32980,create ebook online,7,150,38,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom",visme.co,3.9473684210526314
32982,create a menu online,6,100,34,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Adwords bottom",visme.co,2.9411764705882355
32996,create thumbnail image,6,100,18,,"Featured snippet, People also ask, Top stories, Thumbnail, Image pack",visme.co,5.555555555555555
33013,create desktop wallpaper,8,150,15,,"Featured snippet, Sitelinks, Top stories, Thumbnail, People also ask, Image pack",visme.co,10.0
33017,channel banner creator,7,100,35,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack",visme.co,2.857142857142857
33025,free org chart creator,7,100,33,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom",visme.co,3.0303030303030303
33027,how to create youtube channel art,14,700,39,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask, Video",visme.co,17.94871794871795
33044,creating brochures,10,250,29,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Image pack, Adwords bottom, Shopping results",visme.co,8.620689655172415
33049,college schedule creator,8,150,29,,"Video, People also ask, Image pack",visme.co,5.172413793103448
33053,timeline creator google,10,200,29,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask",visme.co,6.896551724137931
33060,create brochure online free,7,100,34,,"Adwords top, People also ask, Top stories, Thumbnail",visme.co,2.9411764705882355
33067,create a brochure online,7,100,33,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Adwords bottom, Shopping results",visme.co,3.0303030303030303
33078,create desktop background,8,150,10,,"Sitelinks, Top stories, Thumbnail, People also ask, Image pack",visme.co,15.0
33106,create a double bar graph,8,150,18,,"People also ask, Top stories, Thumbnail, Image pack, Video",visme.co,8.333333333333334
33114,lineas del tiempo creativas,1,200,1,Image pack,"Image pack, Top stories, Thumbnail",visme.co,200.0
33120,create wallpaper with text,12,250,13,,"Sitelinks, Image pack, People also ask, Top stories, Thumbnail",visme.co,19.23076923076923
33123,creating bar graphs,9,150,34,,"Featured snippet, Thumbnail, Top stories, People also ask, Image pack",visme.co,4.411764705882353
33130,create a trifold brochure,9,150,27,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Image pack",visme.co,5.555555555555555
33131,desktop background creator,7,100,15,,"Sitelinks, People also ask, Top stories, Thumbnail, Image pack",visme.co,6.666666666666667
33159,create a line chart,8,100,29,,"Featured snippet, Thumbnail, Top stories, People also ask, Video",visme.co,3.4482758620689653
33187,youtube banner creater,9,200,35,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack",visme.co,5.714285714285714
33198,how to create a brochure,18,1200,20,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask",visme.co,60.0
33234,create your own youtube banner,10,150,35,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask",visme.co,4.285714285714286
33235,create thumbnail from video,8,100,36,,"Featured snippet, Thumbnail, Top stories, People also ask, Video",visme.co,2.7777777777777777
33287,quote creater,8,100,38,,"Featured snippet, Thumbnail, Sitelinks, People also ask, Top stories",visme.co,2.6315789473684212
33305,creation timeline,8,200,32,,"Image pack, People also ask, Sitelinks, Top stories, Thumbnail",visme.co,6.25
33324,postcard creator free,9,100,16,,"Adwords top, Sitelinks, People also ask, Video, Shopping results, Thumbnail",visme.co,6.25
33347,planner creator,11,150,39,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack",visme.co,3.8461538461538463
33356,how to create a workflow chart,9,100,38,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories",visme.co,2.6315789473684212
33377,create your own quotes with picture,1,100,26,Image pack,"Image pack, Sitelinks, People also ask, Top stories, Thumbnail",visme.co,3.8461538461538463
33401,newsletter creator software,10,100,31,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom",visme.co,3.225806451612903
33416,create school schedule,10,100,14,,People also ask,visme.co,7.142857142857143
33426,creative pie charts,9,100,8,,"Top stories, Thumbnail, People also ask, Adwords bottom, Sitelinks, Knowledge panel",visme.co,12.5
33463,create organizational chart,16,600,14,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask, Adwords bottom",visme.co,42.857142857142854
33480,interactive ebook creator,10,100,4,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack, Adwords bottom, Shopping results",visme.co,25.0
33525,data flow diagram creator,10,100,31,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",visme.co,3.225806451612903
33573,create decision tree,13,200,22,,"Featured snippet, Thumbnail, Top stories, Image pack, Adwords bottom, Sitelinks",visme.co,9.090909090909092
33627,creative presentation tool,11,100,30,,"People also ask, Top stories, Thumbnail, Image pack",visme.co,3.3333333333333335
33632,line plot creator,14,100,19,,"People also ask, Top stories, Thumbnail",visme.co,5.2631578947368425
33638,create an organizational chart,17,600,20,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask, Adwords bottom",visme.co,30.0
33651,how to create a youtube thumbnail,15,400,40,,"Adwords top, Sitelinks, Featured snippet, Top stories, Thumbnail, People also ask, Video",visme.co,10.0
33656,birthday card creator,17,400,36,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom, Shopping results",visme.co,11.11111111111111
33695,best way to create a flowchart,13,150,29,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories",visme.co,5.172413793103448
33705,pamphlet creator,19,500,18,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Video",visme.co,27.77777777777778
33718,how to create a quote,13,150,13,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories",visme.co,11.538461538461538
33727,twitter header creator,17,200,17,,"People also ask, Top stories, Thumbnail, Image pack",visme.co,11.764705882352942
33764,creating a brochure,17,400,20,,"Adwords top, Sitelinks, Featured snippet, People also ask, Top stories, Thumbnail, Image pack, Adwords bottom",visme.co,20.0
33782,creative collages,14,150,29,,"Image pack, People also ask",visme.co,5.172413793103448
33785,create a venn diagram,13,1100,33,Image pack,"Featured snippet, Thumbnail, Sitelinks, Top stories, Image pack, People also ask, Video",visme.co,33.333333333333336
33790,how to create a banner,16,500,34,,"Shopping results, Thumbnail, Adwords top, Sitelinks, Featured snippet, People also ask, Top stories, Video",visme.co,14.705882352941176
33816,create powerpoint online,14,150,38,,"Featured snippet, Thumbnail, People also ask, Top stories",visme.co,3.9473684210526314
33829,city map creator,27,400,10,,"Sitelinks, Top stories, Thumbnail, Image pack, People also ask",visme.co,40.0
33831,create your own restaurant,14,150,39,,"Adwords top, Sitelinks, People also ask",visme.co,3.8461538461538463
33841,how to create a wallpaper,13,100,14,,"Sitelinks, People also ask, Top stories, Thumbnail, Image pack",visme.co,7.142857142857143
33842,create postcard online,13,100,26,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Adwords bottom, Shopping results",visme.co,3.8461538461538463
33843,create org chart online,14,150,32,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom",visme.co,4.6875
33847,create your own wallpaper with your name,14,150,13,,"Sitelinks, People also ask, Top stories, Thumbnail, Image pack",visme.co,11.538461538461538
33849,create college schedule,18,300,31,,"Top stories, Thumbnail, People also ask, Adwords bottom, Sitelinks",visme.co,9.67741935483871
33852,document creation,13,100,4,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom, Knowledge panel",visme.co,25.0
33855,post card creator,14,150,35,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack, Shopping results",visme.co,4.285714285714286
33946,create a gift certificate,22,600,40,,"Shopping results, Thumbnail, Featured snippet, Sitelinks, Top stories, People also ask",visme.co,15.0
33947,create org chart,19,500,26,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask, Image pack, Adwords bottom",visme.co,19.23076923076923
33948,create twitter header,20,350,16,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack",visme.co,21.875
33950,twitter banner creator,17,200,17,,"People also ask, Top stories, Thumbnail, Image pack",visme.co,11.764705882352942
33955,how to create an organizational chart,20,800,20,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask",visme.co,40.0
33964,how to create a thumbnail for youtube,18,400,33,,"Adwords top, Sitelinks, Featured snippet, People also ask, Video, Thumbnail",visme.co,12.121212121212121
33997,how to create a certificate,14,200,12,,"Featured snippet, Thumbnail, People also ask, Top stories, Image pack",visme.co,16.666666666666668
34012,creating a banner,16,250,35,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Image pack, Adwords bottom",visme.co,7.142857142857143
34032,work schedule creator,14,100,36,,"Adwords top, Sitelinks, People also ask, Adwords bottom",visme.co,2.7777777777777777
34068,hierarchy creator,14,100,27,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",visme.co,3.7037037037037037
34076,supply and demand graph creator,15,100,4,,"Adwords top, Sitelinks, Top stories, Thumbnail, Image pack, People also ask",visme.co,25.0
34078,create business flyers,15,100,34,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask, Shopping results",visme.co,2.9411764705882355
34081,how to create a bar graph,17,350,34,,"Featured snippet, Thumbnail, People also ask, Top stories, Image pack, Video",visme.co,10.294117647058824
34153,newsletter creator free,16,150,26,,"Adwords top, Sitelinks, People also ask, Image pack, Adwords bottom",visme.co,5.769230769230769
34161,creative photo collage,15,100,25,,"Sitelinks, Top stories, Thumbnail, People also ask, Knowledge panel",visme.co,4.0
34174,creative collage,16,300,24,,"Image pack, Top stories, Thumbnail, People also ask, Sitelinks",visme.co,12.5
34176,gift certificate creator,18,200,36,,"Shopping results, Thumbnail, Adwords top, Sitelinks, People also ask, Top stories, Image pack",visme.co,5.555555555555555
34220,creating an organizational chart,17,250,19,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Adwords bottom",visme.co,13.157894736842104
34232,create your own planner free,21,200,33,,"Featured snippet, Sitelinks, Top stories, Thumbnail, Image pack, Adwords bottom",visme.co,6.0606060606060606
34256,create timeline,19,2200,33,Image pack,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, Image pack, People also ask",visme.co,66.66666666666667
34277,how to create a line graph,15,150,30,,"Featured snippet, Thumbnail, People also ask, Top stories, Sitelinks, Video, Image pack",visme.co,5.0
34331,creative syllabus template,21,250,3,,"Image pack, People also ask",visme.co,83.33333333333333
34349,create a postcard,21,500,31,,"Adwords top, Featured snippet, Thumbnail, People also ask, Top stories, Adwords bottom, Sitelinks, Shopping results",visme.co,16.129032258064516
34399,create a pie chart in word,18,150,2,,"Featured snippet, Thumbnail, People also ask, Top stories, Sitelinks",visme.co,75.0
34411,quotes creator app,18,150,21,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Image pack, Top stories, Video",visme.co,7.142857142857143
34417,create postcard,20,200,37,,"Shopping results, Thumbnail, Adwords top, Featured snippet, Sitelinks, People also ask, Top stories",visme.co,5.405405405405405
34422,how to create a decision tree,18,150,13,,"Featured snippet, Thumbnail, Top stories, Image pack",visme.co,11.538461538461538
34432,create tree diagram,8,150,17,Image pack,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Image pack, Video",visme.co,8.823529411764707
34457,social media post creator,17,100,31,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack",visme.co,3.225806451612903
34458,how to create a postcard,19,150,22,,"Shopping results, Thumbnail, Adwords top, Sitelinks, Top stories, People also ask",visme.co,6.818181818181818
34459,nursing concept map creator,9,150,3,Image pack,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack, Video, Adwords bottom",visme.co,50.0
34478,creating a bar graph,11,350,32,Image pack,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack",visme.co,10.9375
34480,create an org chart,19,200,20,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Image pack, Adwords bottom",visme.co,10.0
34500,best flow chart creator,21,250,37,,"Adwords top, Sitelinks, Knowledge card, People also ask, Top stories, Thumbnail",visme.co,6.756756756756757
34511,create twitter banner,19,150,18,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",visme.co,8.333333333333334
34513,create concept map,11,200,22,Image pack,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack",visme.co,9.090909090909092
34526,create wallpaper with my name,19,150,25,,"Sitelinks, People also ask, Video",visme.co,6.0
34529,create video presentation,19,150,24,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Video, People also ask, Adwords bottom",visme.co,6.25
34531,how to create a venn diagram,20,150,19,,"Featured snippet, Thumbnail, People also ask, Image pack, Video",visme.co,7.894736842105263
34592,quote creator app,20,150,20,,"Featured snippet, Thumbnail, People also ask, Image pack, Top stories",visme.co,7.5
34605,create quote,11,300,19,Image pack,"Sitelinks, Image pack, Top stories, Thumbnail, People also ask",visme.co,15.789473684210526
34639,creating youtube thumbnails,21,150,38,,"Adwords top, Sitelinks, Featured snippet, People also ask, Video",visme.co,3.9473684210526314
34722,ebook creation software,25,200,21,,"Shopping results, Thumbnail, Featured snippet, People also ask, Top stories",visme.co,9.523809523809524
34738,create a tree diagram,9,100,18,Image pack,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Image pack, Video",visme.co,5.555555555555555
34749,create images for social media,23,200,39,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask",visme.co,5.128205128205129
34752,birthday invitation creator,20,100,39,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack",visme.co,2.5641025641025643
34774,program to create flyers,21,150,32,,"Shopping results, Thumbnail, Featured snippet, People also ask, Sitelinks, Top stories, Image pack",visme.co,4.6875
34815,how to create an infographic in word,23,200,26,,"Top stories, Thumbnail, Sitelinks, People also ask",visme.co,7.6923076923076925
34862,how to create a thumbnail on youtube,21,100,31,,"Adwords top, Sitelinks, Featured snippet, People also ask, Video, Thumbnail",visme.co,3.225806451612903
34887,create hierarchy chart,23,150,19,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories",visme.co,7.894736842105263
34939,how to create thumbnails for youtube,21,150,39,,"Adwords top, Featured snippet, Thumbnail, Video, People also ask",visme.co,3.8461538461538463
34948,creating a line graph in excel,26,400,24,,"Featured snippet, People also ask, Top stories, Thumbnail, Image pack",visme.co,16.666666666666668
34954,create quote picture,17,300,37,Image pack,"Sitelinks, People also ask, Top stories, Thumbnail, Image pack",visme.co,8.108108108108109
34955,best ebook creator,22,100,13,,"Shopping results, Thumbnail, Adwords top, Sitelinks, Featured snippet, People also ask, Top stories, Adwords bottom",visme.co,7.6923076923076925
34972,report creator,21,100,2,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom, Knowledge panel",visme.co,50.0
35003,how to create a scatter plot in excel,32,1800,6,,"Featured snippet, Thumbnail, Top stories, Sitelinks, Video",visme.co,300.0
35015,how to create a pie chart in word,24,150,2,,"Featured snippet, Thumbnail, People also ask, Top stories, Sitelinks",visme.co,75.0
35022,create line graphs in excel,27,350,25,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask",visme.co,14.0
35096,how to create an org chart,25,200,20,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask",visme.co,10.0
35099,ad creator free,25,200,29,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack, Adwords bottom",visme.co,6.896551724137931
35104,tree diagram creator,18,250,20,Image pack,"Sitelinks, Top stories, Thumbnail, Image pack, People also ask",visme.co,12.5
35115,best program to create flyers,24,150,24,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories",visme.co,6.25
35120,create a timeline graphic,13,100,31,Image pack,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask, Image pack",visme.co,3.225806451612903
35136,create a line graph in excel,29,500,23,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask",visme.co,21.73913043478261
35137,create scatter plot in excel,29,450,5,,"Featured snippet, Thumbnail, Top stories, People also ask, Sitelinks, Image pack, Video",visme.co,90.0
35172,creating scatter plot in excel,24,150,6,,"Featured snippet, Thumbnail, Sitelinks, Video, People also ask",visme.co,25.0
35211,create ebook software,23,100,36,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Adwords bottom, Shopping results",visme.co,2.7777777777777777
35238,concept map creator,18,1100,21,Image pack,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack",visme.co,52.38095238095238
35240,tarjetas de presentacion creativas,23,250,5,,"Image pack, Top stories, Thumbnail",visme.co,50.0
35245,creative timeline template,24,100,26,,"Image pack, Sitelinks, People also ask, Top stories, Thumbnail",visme.co,3.8461538461538463
35265,software to create flyers,26,150,24,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Image pack, Shopping results",visme.co,6.25
35296,creating a scatter plot in excel,28,350,6,,"Featured snippet, Thumbnail, Top stories, Sitelinks, Video",visme.co,58.333333333333336
35298,online card creator,25,100,34,,"Adwords top, Sitelinks, People also ask",visme.co,2.9411764705882355
35303,facebook banner creator,33,600,39,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Video",visme.co,15.384615384615385
35345,create organisational chart in excel,26,150,17,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask",visme.co,8.823529411764707
35356,how to create ebook,26,150,40,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories",visme.co,3.75
35386,create your own planner,52,1700,39,,"Shopping results, Thumbnail, Adwords top, Sitelinks, Top stories, People also ask, Adwords bottom",visme.co,43.58974358974359
35389,free ad creator,25,150,30,,"Adwords top, Sitelinks, People also ask",visme.co,5.0
35401,document creation software,26,100,10,,"Adwords top, Sitelinks, People also ask, Image pack, Adwords bottom, Shopping results, Thumbnail",visme.co,10.0
35421,creating timelines,15,200,32,Image pack,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Image pack",visme.co,6.25
35429,create a line plot,27,250,15,,"Featured snippet, Thumbnail, Top stories, People also ask, Video",visme.co,16.666666666666668
35434,how to create graphics,30,300,38,,"Top stories, Thumbnail, Sitelinks, Image pack, People also ask",visme.co,7.894736842105263
35445,create gift certificate,32,350,36,,"Shopping results, Thumbnail, Featured snippet, Sitelinks, Top stories, People also ask, Image pack",visme.co,9.722222222222221
35473,create a 3d pie chart in excel,26,100,7,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask",visme.co,14.285714285714286
35499,which of the following simplify the process of creating professional-looking presentations?,28,150,1,,Video,visme.co,150.0
35545,how to create a trifold brochure,28,250,19,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Image pack",visme.co,13.157894736842104
35570,free online ad creator,27,100,29,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom",visme.co,3.4482758620689653
35576,create a pamphlet,29,250,16,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Shopping results",visme.co,15.625
35578,how to create a video presentation,27,200,26,,"Featured snippet, Thumbnail, Video",visme.co,7.6923076923076925
35591,create magazine cover,32,300,26,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories",visme.co,11.538461538461538
35604,tarjeta de presentacion creativas,30,200,4,,"Image pack, Top stories, Thumbnail",visme.co,50.0
35606,creating line graphs in excel,31,300,24,,"Featured snippet, Thumbnail, Top stories, People also ask",visme.co,12.5
35647,pie chart creater,19,150,24,Image pack,"People also ask, Top stories, Thumbnail, Image pack",visme.co,6.25
35670,how to create a ebook,30,150,40,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Adwords bottom",visme.co,3.75
35692,how to create a pie chart in google sheets,33,400,2,,"Top stories, Thumbnail, People also ask",visme.co,200.0
35721,create flow chart in excel,29,100,21,,"Featured snippet, Thumbnail, Top stories, People also ask, Image pack",visme.co,4.761904761904762
35735,menu creation,18,100,31,Image pack,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack, Adwords bottom",visme.co,3.225806451612903
35741,facebook cover creator,23,400,37,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack",visme.co,10.81081081081081
35776,facebook post creator free,32,250,20,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Video, Adwords bottom",visme.co,12.5
35800,creating a web diagram is a tool for,29,100,1,,"Featured snippet, Video",visme.co,100.0
35842,create a scatter plot in excel,32,200,5,,"Featured snippet, Thumbnail, Top stories, Sitelinks, Video",visme.co,40.0
35856,how to create a pie chart,33,300,18,,"Featured snippet, Thumbnail, People also ask, Top stories, Sitelinks",visme.co,16.666666666666668
35872,create a printable survey,30,100,36,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",visme.co,2.7777777777777777
35923,create quote images,20,100,25,Image pack,"Sitelinks, Top stories, Thumbnail, People also ask, Image pack",visme.co,4.0
35931,create a country,35,350,36,,"Top stories, Thumbnail, People also ask, Sitelinks",visme.co,9.722222222222221
35965,create a twitter header,32,150,15,,"People also ask, Top stories, Thumbnail, Video, Image pack",visme.co,10.0
35979,creating a video presentation,31,100,21,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Video, Adwords bottom",visme.co,4.761904761904762
35986,how to create a scatter plot,24,250,12,Image pack,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask, Image pack, Video",visme.co,20.833333333333332
35987,how to create a daily schedule,32,100,35,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories",visme.co,2.857142857142857
35994,how to create a scatter plot in google sheets,33,250,1,,"Top stories, Thumbnail, People also ask, Video, Image pack",visme.co,250.0
36061,create bar graphs in excel,37,300,13,,"Featured snippet, Thumbnail, Video, Image pack",visme.co,23.076923076923077
36066,how to create flow charts in excel,32,100,18,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask, Image pack",visme.co,5.555555555555555
36087,timeline creator free,31,400,36,Image pack,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Image pack",visme.co,11.11111111111111
36102,creating a pie chart in google sheets,33,100,2,,"Top stories, Thumbnail, Image pack",visme.co,50.0
36122,create pamphlet,33,100,14,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Image pack",visme.co,7.142857142857143
36132,creative live login,34,250,28,,"Adwords top, Sitelinks, Thumbnail",visme.co,8.928571428571429
36165,how to create scatter plot in excel,38,400,7,,"Featured snippet, Thumbnail, Top stories, People also ask, Sitelinks, Video",visme.co,57.142857142857146
36175,creating an org chart,34,100,20,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask, Image pack",visme.co,5.0
36193,how to create a scatter plot in excel with 3 variables,35,150,4,,"Featured snippet, Thumbnail, Top stories, People also ask, Sitelinks, Video",visme.co,37.5
36219,graphic organizer creator,43,600,20,,"Adwords top, Sitelinks, People also ask",visme.co,30.0
36251,how to create a flow chart in word,34,250,24,,"Featured snippet, Thumbnail, People also ask, Top stories, Sitelinks, Image pack, Video",visme.co,10.416666666666666
36254,binary tree creator,41,250,12,,"Sitelinks, Top stories, Thumbnail",visme.co,20.833333333333332
36263,world creator free,40,250,18,,"Sitelinks, Top stories, Thumbnail, Image pack",visme.co,13.88888888888889
36280,how to create a scatter plot in excel with 2 variables,39,250,5,,"Featured snippet, Thumbnail, Top stories, People also ask, Sitelinks, Video",visme.co,50.0
36289,create an org chart in excel,35,100,17,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask",visme.co,5.882352941176471
36373,creating bar graphs in excel,36,100,19,,"Featured snippet, Thumbnail, Top stories, People also ask, Video",visme.co,5.2631578947368425
