,Intent,Keyword,Position,Volume,Difficulty,Page URL inside,SERP Features,Website,Coefficient
7401,H,banner 300x250,9,150,1,,"Top stories, Thumbnail, People also ask",bannersnack.com,150
6604,L,banner picture,7,150,4,,"Image pack, Sitelinks, People also ask, Top stories, Thumbnail",bannersnack.com,37.5
6613,L,background banner images,17,150,2,,"Image pack, Sitelinks, Top stories, Thumbnail, People also ask",bannersnack.com,75
6623,N,one banner,57,150,1,,"Top stories, Thumbnail",bannersnack.com,150
6643,N,word banner templates,10,150,8,,"Sitelinks, People also ask, Top stories, Thumbnail, Knowledge panel",bannersnack.com,18.75
6675,L,spooky banner,61,150,1,,"Image pack, Top stories, Thumbnail",bannersnack.com,150
6677,N,que es un banner,57,150,2,,"Knowledge card, Top stories, Thumbnail, People also ask",bannersnack.com,75
6688,M,trick or treat banner,79,150,1,,"Image pack, Top stories, Thumbnail",bannersnack.com,150
6709,N,free printable banner template,29,150,16,,"Image pack, Video, Adwords bottom",bannersnack.com,9.375
6711,M,pop up banner size,65,150,2,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Image pack, Top stories, Shopping results",bannersnack.com,75
6722,N,word banner template,13,150,5,,"Sitelinks, People also ask, Top stories, Thumbnail, Knowledge panel",bannersnack.com,30
6725,M,banners com coupon,43,150,26,,"Adwords top, Sitelinks",bannersnack.com,5.769230769
6735,N,banner my chart,43,150,11,,,bannersnack.com,13.63636364
6759,L,banner ad definition,5,150,12,,"People also ask, Sitelinks",bannersnack.com,12.5
6764,L,blog banners,4,150,9,,"People also ask, Top stories, Thumbnail, Knowledge panel",bannersnack.com,16.66666667
6790,L,promo banner,14,150,2,,"Shopping results, Thumbnail, Adwords top, Sitelinks, Top stories, Adwords bottom, Knowledge panel",bannersnack.com,75
6813,L,banner jpg,7,150,13,,"Image pack, Sitelinks, People also ask",bannersnack.com,11.53846154
6816,L,banner pic,10,150,4,,"Image pack, Sitelinks, People also ask, Top stories, Thumbnail, Video",bannersnack.com,37.5
11192,H,software that displays banner ads or pop-up ads on your computer is called ________.,45,150,1,,"Image pack, Thumbnail, Adwords bottom, Sitelinks",evergage.com,150
6830,N,large printable letters for banners,86,150,12,,"Image pack, Sitelinks, Top stories, Thumbnail, Adwords bottom",bannersnack.com,12.5
6874,M,bannersnack.com,1,150,21,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",bannersnack.com,7.142857143
6884,L,html banners,1,150,10,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Knowledge panel",bannersnack.com,15
6908,N,free banner font,6,150,10,,"Sitelinks, Image pack, People also ask, Top stories, Thumbnail",bannersnack.com,15
6914,N,microsoft word banner template,15,150,5,,"Sitelinks, People also ask, Top stories, Thumbnail, Knowledge panel",bannersnack.com,30
6920,L,what are banner ads,4,150,37,,"People also ask, Top stories, Thumbnail, Image pack",bannersnack.com,4.054054054
32789,H,2048x1152 banner maker,6,150,35,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",visme.co,4.285714286
6940,N,in banner videos,18,150,1,,"Sitelinks, People also ask, Video, Thumbnail, Image pack",bannersnack.com,150
6974,N,qoute banners,20,150,1,,"Sitelinks, Knowledge panel",bannersnack.com,150
6992,L,simply banners,25,150,2,,"Shopping results, Thumbnail, Adwords top, Image pack, Top stories",bannersnack.com,75
6994,L,inline banner ad,4,150,3,Image pack,"Adwords top, Sitelinks, People also ask, Image pack, Adwords bottom",bannersnack.com,50
7003,N,ms word banner templates,15,150,5,,"Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom, Knowledge panel",bannersnack.com,30
7009,N,qoute banner,8,150,1,,"Top stories, Thumbnail, Knowledge panel",bannersnack.com,150
33353,H,2048x1152 banners,11,150,35,,"People also ask, Top stories, Thumbnail, Knowledge panel",visme.co,4.285714286
7039,L,animated banner make,22,150,35,Image pack,"Adwords top, Sitelinks, People also ask, Video, Image pack",bannersnack.com,4.285714286
7046,L,shops banner,36,150,1,,"Image pack, Thumbnail, People also ask, Top stories",bannersnack.com,150
7102,L,dark banner,84,150,1,,"Image pack, Top stories, Thumbnail",bannersnack.com,150
7103,M,ebay banner size,36,150,1,,"Shopping results, Thumbnail, Featured snippet, People also ask, Top stories",bannersnack.com,150
7115,L,pop up banner dimensions,34,150,2,,"Shopping results, Thumbnail, Adwords top, Sitelinks, Featured snippet, People also ask, Image pack, Top stories, Adwords bottom",bannersnack.com,75
7117,N,banner academy,99,150,1,,"Sitelinks, Top stories, Thumbnail, Image pack",bannersnack.com,150
7119,M,buy banner ads,14,150,6,,"Adwords top, Sitelinks, People also ask, Image pack, Adwords bottom",bannersnack.com,25
7123,N,how to make a banner in microsoft word,16,150,1,,"Featured snippet, Thumbnail, Top stories, People also ask, Sitelinks",bannersnack.com,150
7139,M,elegant banner,57,150,1,,"Image pack, Top stories, Thumbnail",bannersnack.com,150
33577,H,design banner online,11,150,39,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom, Shopping results",visme.co,3.846153846
7149,L,banners transparent,46,150,1,,"Image pack, Video",bannersnack.com,150
7151,N,inspirational banners,27,150,1,,"Shopping results, Thumbnail, Adwords top, Sitelinks, Top stories, Knowledge panel",bannersnack.com,150
7174,L,pop-up banner,74,150,29,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Video, Adwords bottom, Shopping results, Knowledge panel",bannersnack.com,5.172413793
7188,N,traditional banner,102,150,7,Knowledge panel,"People also ask, Top stories, Thumbnail, Sitelinks, Knowledge panel",bannersnack.com,21.42857143
7194,L,banner stock,4,150,4,,"Knowledge card, Sitelinks, People also ask",bannersnack.com,37.5
7197,M,banner design inspiration,1,150,3,,"People also ask, Top stories, Thumbnail, Video, Shopping results, Knowledge panel",bannersnack.com,50
7200,L,custom steam banners,84,150,12,,"Sitelinks, Top stories, Thumbnail, People also ask, Image pack",bannersnack.com,12.5
7210,N,cryptocurrency banner,11,150,1,,Image pack,bannersnack.com,150
7224,M,banner books,5,150,1,Image pack,"Sitelinks, Image pack",bannersnack.com,150
7230,M,giveaway banner,12,150,1,,"Top stories, Thumbnail, Video",bannersnack.com,150
7255,L,blue banners,91,150,1,,"Shopping results, Thumbnail, Image pack, Top stories",bannersnack.com,150
7262,S,mothers day banners,95,150,1,,"Image pack, Top stories, Thumbnail",bannersnack.com,150
7272,N,note banners,15,150,1,,"Image pack, Top stories, Thumbnail",bannersnack.com,150
34565,H,how to make a website banner,20,150,26,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask",visme.co,5.769230769
7285,N,banner design templates in photoshop free download,20,150,6,,"Adwords top, Sitelinks, Top stories, Thumbnail, Image pack, Adwords bottom",bannersnack.com,25
7289,L,banner red,69,150,1,,"Image pack, Top stories, Thumbnail",bannersnack.com,150
7291,L,spa banner,24,150,1,,"Shopping results, Thumbnail, Knowledge panel",bannersnack.com,150
7300,N,inspiration banner,1,150,1,Image pack,"Image pack, People also ask, Video",bannersnack.com,150
7317,N,a banner,16,150,22,,"Shopping results, Thumbnail, Featured snippet, Image pack, People also ask, Sitelinks, Top stories",bannersnack.com,6.818181818
36094,H,website banner template,34,150,14,,"Image pack, Sitelinks, People also ask, Top stories, Thumbnail",visme.co,10.71428571
7356,N,microsoft word banner templates,13,150,6,,"Sitelinks, People also ask, Top stories, Thumbnail, Knowledge panel",bannersnack.com,25
7373,S,new year eve banner,48,150,1,,Knowledge panel,bannersnack.com,150
36424,H,website banner designs,38,150,33,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom, Knowledge panel",visme.co,4.545454545
7422,L,html banner image,38,150,5,,"People also ask, Top stories, Thumbnail",bannersnack.com,30
7428,M,how to make cool banners,9,150,12,,"Featured snippet, Thumbnail, Top stories, Sitelinks, Image pack, People also ask",bannersnack.com,12.5
7429,N,pornhub banner,42,150,1,,Sitelinks,bannersnack.com,150
7454,N,banner health intranet,56,150,7,,"Sitelinks, People also ask",bannersnack.com,21.42857143
7459,M,banner ad size,4,150,22,Image pack,"Adwords top, Featured snippet, Thumbnail, People also ask, Image pack, Sitelinks, Top stories",bannersnack.com,6.818181818
7466,M,website banner sizes,1,150,14,Image pack,"Image pack, People also ask, Sitelinks",bannersnack.com,10.71428571
7471,N,standing banner size,51,150,4,,"Featured snippet, Thumbnail, Image pack, People also ask, Top stories",bannersnack.com,37.5
7475,N,us banner,78,150,4,,"Image pack, Sitelinks, Top stories, Thumbnail",bannersnack.com,37.5
7511,N,payment for banner advertising is usually based on the number of people who actually,32,150,13,,,bannersnack.com,11.53846154
7519,N,free printable banners and signs,64,150,22,,"Shopping results, Thumbnail, Adwords top, Sitelinks, Image pack, Adwords bottom",bannersnack.com,6.818181818
7532,L,animated banner gif,3,150,29,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Knowledge panel",bannersnack.com,5.172413793
7541,L,custom photo banner,64,150,11,,"Adwords top, Sitelinks, Image pack, People also ask, Top stories, Thumbnail, Adwords bottom, Shopping results",bannersnack.com,13.63636364
7575,M,side banner,9,150,1,,"Top stories, Thumbnail, People also ask",bannersnack.com,150
7577,M,vertical banner size,8,150,11,,"Shopping results, Thumbnail, Adwords top, Image pack, People also ask, Top stories",bannersnack.com,13.63636364
7583,N,room banners,66,150,1,,"Sitelinks, Top stories, Thumbnail",bannersnack.com,150
7588,L,popup banner design,20,150,21,,"Shopping results, Thumbnail, Adwords top, Sitelinks, Image pack, Top stories, People also ask, Adwords bottom",bannersnack.com,7.142857143
7604,N,it banner,13,150,2,,Sitelinks,bannersnack.com,75
7631,N,letter for banner,62,150,8,,"Shopping results, Thumbnail, Image pack, Sitelinks, Top stories",bannersnack.com,18.75
7654,L,email signature banner,9,150,11,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Knowledge panel",bannersnack.com,13.63636364
7690,L,iab banner sizes,17,150,12,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask",bannersnack.com,12.5
7692,N,columbus tech banner,70,150,1,,Sitelinks,bannersnack.com,150
7695,S,new years eve banner,67,150,1,,"Top stories, Thumbnail",bannersnack.com,150
36830,H,simple banner design,35,150,17,,"Adwords top, Top stories, Thumbnail, People also ask",visme.co,8.823529412
7725,L,psd banner,13,100,6,,"Sitelinks, Image pack, Top stories, Thumbnail",bannersnack.com,16.66666667
7744,L,patreon banners,4,100,1,,"Top stories, Thumbnail, People also ask, Video, Knowledge panel",bannersnack.com,100
7751,M,fall banner images,63,100,1,,Image pack,bannersnack.com,100
7773,M,digital marketing banner,1,100,1,,"People also ask, Top stories, Thumbnail, Knowledge panel",bannersnack.com,100
37614,H,web banner templates,53,150,10,,"Adwords top, Sitelinks, Image pack, People also ask, Top stories, Thumbnail",visme.co,15
7785,N,music note banner,45,100,1,,"Image pack, Video",bannersnack.com,100
38330,H,banner ad templates,64,150,7,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom, Knowledge panel",visme.co,21.42857143
7826,L,new banners,46,100,30,,"Shopping results, Thumbnail, Image pack, Sitelinks, Top stories",bannersnack.com,3.333333333
39013,H,make banner online,63,150,40,Image pack,"Shopping results, Thumbnail, Adwords top, Sitelinks, People also ask, Top stories, Image pack",visme.co,3.75
7829,N,white banner uniforms,83,100,1,,Sitelinks,bannersnack.com,100
7836,L,graphic design banners,1,100,20,Image pack,"Shopping results, Thumbnail, Adwords top, Sitelinks, Image pack, People also ask, Top stories",bannersnack.com,5
7844,N,don't interact banner,19,100,1,,,bannersnack.com,100
7849,N,tv banner,80,100,1,,"Top stories, Thumbnail, Sitelinks, Knowledge panel",bannersnack.com,100
39332,H,rectangle banner,71,150,6,,"Shopping results, Thumbnail, Adwords top, Sitelinks, People also ask, Top stories",visme.co,25
7889,N,discord welcome banner,23,100,4,,"Top stories, Thumbnail, Image pack, People also ask",bannersnack.com,25
7899,N,banner corporate,18,100,1,,"Image pack, Video",bannersnack.com,100
7908,L,for rent banner,88,100,1,,"Shopping results, Thumbnail, Adwords top, Top stories, Adwords bottom, Knowledge panel",bannersnack.com,100
7924,N,concert banners,54,100,1,,"Adwords top, Sitelinks, Top stories, Thumbnail, Adwords bottom, Shopping results, Knowledge panel",bannersnack.com,100
7926,M,animated web banners,1,100,2,,"People also ask, Video, Adwords bottom, Sitelinks, Knowledge panel",bannersnack.com,50
7934,L,google banner ad sizes,8,100,26,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories",bannersnack.com,3.846153846
7938,N,20 dollar banners,13,100,4,,"Sitelinks, People also ask, Image pack, Video",bannersnack.com,25
7944,N,lights banner,68,100,1,,"Top stories, Thumbnail",bannersnack.com,100
39596,H,clothing banner,81,150,1,,"Image pack, Top stories, Thumbnail",visme.co,150
40195,H,web banner idea,100,150,6,,"Image pack, People also ask, Top stories, Thumbnail, Video",visme.co,25
7979,N,corporate banner,3,100,17,,"Adwords top, Sitelinks, Image pack, People also ask, Top stories, Thumbnail",bannersnack.com,5.882352941
7980,N,name banner template,26,100,17,,"Image pack, Sitelinks, Top stories, Thumbnail",bannersnack.com,5.882352941
7985,L,banner black,41,100,1,,"Image pack, People also ask, Top stories, Thumbnail",bannersnack.com,100
7998,N,donate banner,12,100,1,,Knowledge panel,bannersnack.com,100
8005,M,fonts for banners,3,100,5,,"Featured snippet, Thumbnail, People also ask, Top stories, Image pack",bannersnack.com,20
8020,N,blood banner,26,100,1,,"Sitelinks, Top stories, Thumbnail",bannersnack.com,100
8021,N,draw banner,39,100,1,,"Top stories, Thumbnail, People also ask",bannersnack.com,100
8027,M,cool banner recipes,18,100,6,,"Image pack, Sitelinks, Top stories, Thumbnail, People also ask",bannersnack.com,16.66666667
7718,H,beauty banner,8,100,1,,"Image pack, Top stories, Thumbnail",bannersnack.com,100
7777,H,best banner,4,100,21,,"Adwords top, Sitelinks, Image pack, People also ask, Top stories, Thumbnail",bannersnack.com,4.761904762
8090,M,what is a website banner,5,100,11,,"Sitelinks, People also ask, Top stories, Thumbnail",bannersnack.com,9.090909091
8108,N,banner letter template,36,100,12,,"Sitelinks, Video",bannersnack.com,8.333333333
7818,H,website banner examples,1,100,21,,"People also ask, Top stories, Thumbnail",bannersnack.com,4.761904762
8122,N,banner day meaning,99,100,1,,Featured snippet,bannersnack.com,100
8123,N,party banner template,17,100,3,,"Sitelinks, Top stories, Thumbnail, Adwords bottom, Shopping results",bannersnack.com,33.33333333
8130,L,banner graphic newspaper,67,100,1,,"Sitelinks, Video",bannersnack.com,100
8144,N,welcome banner template,12,100,1,,"Video, Knowledge panel",bannersnack.com,100
8150,M,banner management,17,100,1,,"Sitelinks, Top stories, Thumbnail",bannersnack.com,100
7828,H,jewellery banners,20,100,1,,"Image pack, Shopping results, Thumbnail",bannersnack.com,100
8170,N,welcome to the team banner,23,100,1,,"Image pack, Shopping results, Thumbnail",bannersnack.com,100
8191,M,how to make custom banners,11,100,12,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Top stories, People also ask",bannersnack.com,8.333333333
8194,M,banner image size,3,100,8,Image pack,"Featured snippet, Thumbnail, People also ask, Image pack, Sitelinks, Top stories",bannersnack.com,12.5
8211,M,banner for text,23,100,8,,"People also ask, Top stories, Thumbnail, Knowledge panel",bannersnack.com,12.5
8271,L,banner ad icon,41,100,1,,"Image pack, Top stories, Thumbnail",bannersnack.com,100
8292,N,banners fgo,36,100,13,,"Sitelinks, Top stories, Thumbnail",bannersnack.com,7.692307692
8305,M,sushi banner,1,100,1,Image pack,"Shopping results, Thumbnail, Image pack, Top stories",bannersnack.com,100
8309,N,kpop banner,60,100,1,,"Top stories, Thumbnail",bannersnack.com,100
8315,S,christmas banner ideas,10,100,1,,"Image pack, Top stories, Thumbnail",bannersnack.com,100
8351,N,quotes banner,19,100,1,,"Top stories, Thumbnail, Knowledge panel",bannersnack.com,100
8353,M,mobile banner ads,8,100,4,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom, Knowledge panel",bannersnack.com,25
8355,N,standard banner size for printing,15,100,3,,"Adwords top, Sitelinks, Featured snippet, People also ask, Image pack, Adwords bottom, Shopping results, Thumbnail",bannersnack.com,33.33333333
8362,M,common banner ad sizes,2,100,20,,"Featured snippet, Thumbnail, People also ask, Image pack, Top stories",bannersnack.com,5
8363,L,light blue banner,39,100,1,,"Image pack, Sitelinks, Top stories, Thumbnail",bannersnack.com,100
8366,N,reunion banner,43,100,1,,"Shopping results, Thumbnail, Top stories, Knowledge panel",bannersnack.com,100
8373,N,download our app banner,49,100,12,,"Image pack, Sitelinks, Video",bannersnack.com,8.333333333
7858,H,web banner ad,4,100,30,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom",bannersnack.com,3.333333333
8388,L,gweb banner,60,100,10,,"Sitelinks, Video",bannersnack.com,10
8389,N,all about me banner,75,100,1,,"Shopping results, Thumbnail",bannersnack.com,100
7963,H,shoes banner,11,100,1,,"Image pack, Sitelinks, Top stories, Thumbnail, Video",bannersnack.com,100
8404,M,ebay store banner size,54,100,1,,"Featured snippet, Top stories, Thumbnail, People also ask, Image pack",bannersnack.com,100
8432,N,quote banners,49,100,1,,"Shopping results, Thumbnail, Adwords top, Sitelinks, Knowledge panel",bannersnack.com,100
8442,L,how to make a banner in html,9,100,3,,"Top stories, Thumbnail, People also ask",bannersnack.com,33.33333333
8455,L,dental banner,96,100,1,,"Image pack, Sitelinks",bannersnack.com,100
8463,N,touch banner,73,100,1,,"Sitelinks, Top stories, Thumbnail, Knowledge panel",bannersnack.com,100
8471,N,teamspeak banner,52,100,1,,"Image pack, Video",bannersnack.com,100
8475,M,create etsy banner,66,100,5,Image pack,"Top stories, Thumbnail, People also ask, Image pack",bannersnack.com,20
8496,L,banner define,21,100,12,Image pack,"Knowledge card, People also ask, Sitelinks, Top stories, Thumbnail, Image pack",bannersnack.com,8.333333333
8502,N,free banner letters,47,100,15,,"Image pack, Sitelinks, Video",bannersnack.com,6.666666667
8520,L,rotate banners,33,100,2,,"Featured snippet, People also ask, Top stories, Thumbnail, Image pack",bannersnack.com,50
8570,L,iab banner size,12,100,5,,"People also ask, Image pack",bannersnack.com,20
8573,N,music note banners,37,100,1,,"Top stories, Thumbnail, Video",bannersnack.com,100
8584,N,e.banner,49,100,2,,"Sitelinks, Top stories, Thumbnail, Image pack",bannersnack.com,50
8587,M,animated website banners,4,100,18,,"Adwords top, Sitelinks, Image pack, Top stories, Thumbnail, People also ask, Adwords bottom",bannersnack.com,5.555555556
8608,L,rotate banner,32,100,2,,"Featured snippet, Thumbnail, Top stories",bannersnack.com,50
8622,N,musical note banners,41,100,1,,"Shopping results, Thumbnail, Image pack, People also ask, Video",bannersnack.com,100
8653,L,banner hd,35,100,4,,"Image pack, Sitelinks, Top stories, Thumbnail, Video",bannersnack.com,25
7964,H,types of banner,29,100,1,,"Featured snippet, Thumbnail, People also ask, Image pack",bannersnack.com,100
8660,N,it works banner,7,100,20,,"Image pack, Shopping results, Thumbnail",bannersnack.com,5
8673,N,google classroom banners,39,100,1,,"Top stories, Thumbnail, People also ask, Video, Knowledge panel",bannersnack.com,100
8682,L,black and white banners,1,100,1,Image pack,"Image pack, Top stories, Thumbnail",bannersnack.com,100
8707,L,photoshop banner template,23,100,7,,"Top stories, Thumbnail, Image pack, Sitelinks, People also ask",bannersnack.com,14.28571429
8723,N,you're invited banner,11,100,1,,Image pack,bannersnack.com,100
8727,M,best banner ads 2017,2,100,24,,"Image pack, People also ask, Top stories, Thumbnail, Adwords bottom, Sitelinks",bannersnack.com,4.166666667
8740,N,christmas party banner,26,100,1,,"Video, Adwords bottom, Sitelinks",bannersnack.com,100
8047,H,best banner design,3,100,12,,"Adwords top, Sitelinks, Image pack, People also ask, Top stories, Thumbnail",bannersnack.com,8.333333333
8759,N,pixel banners,50,100,1,,"Image pack, Top stories, Thumbnail",bannersnack.com,100
8761,N,gift banner,19,100,1,,"Top stories, Thumbnail, Knowledge panel",bannersnack.com,100
8763,N,flyer banner,12,100,6,,"Shopping results, Thumbnail, Adwords top, Sitelinks, People also ask, Video",bannersnack.com,16.66666667
8809,N,tea party banner,21,100,1,,"Top stories, Thumbnail, Shopping results",bannersnack.com,100
8814,M,banner size in pixels,1,100,12,Featured snippet,"Featured snippet, Thumbnail, People also ask, Image pack, Sitelinks",bannersnack.com,8.333333333
8817,M,building banners,41,100,2,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom, Shopping results",bannersnack.com,50
8818,N,how to make a banner in powerpoint,99,100,1,,"Featured snippet, Thumbnail, People also ask, Top stories, Sitelinks",bannersnack.com,100
8825,N,invitation banner,7,100,1,,"Image pack, Sitelinks, Video",bannersnack.com,100
8826,N,printable happy birthday banner letters,91,100,14,,"Sitelinks, Top stories, Thumbnail",bannersnack.com,7.142857143
8846,N,flex banner,43,100,1,,"Shopping results, Thumbnail, People also ask, Top stories, Adwords bottom, Sitelinks",bannersnack.com,100
8848,L,school banner design,6,100,1,,"Image pack, Video, Top stories, Thumbnail",bannersnack.com,100
8064,H,webpage banner,4,100,24,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",bannersnack.com,4.166666667
8861,M,good banners,2,100,21,,"People also ask, Top stories, Thumbnail",bannersnack.com,4.761904762
8118,H,website banner ads,4,100,35,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack",bannersnack.com,2.857142857
8159,H,jewelry banners,8,100,1,,"Shopping results, Thumbnail, Image pack, Video, Adwords bottom, Sitelinks",bannersnack.com,100
8880,M,webdesign banners,3,100,22,,"Adwords top, People also ask, Top stories, Thumbnail, Shopping results, Knowledge panel",bannersnack.com,4.545454545
8376,H,app banner,30,100,14,,"Image pack, Sitelinks",bannersnack.com,7.142857143
8909,N,music notes banners,59,100,1,,"Shopping results, Thumbnail, Top stories, Knowledge panel",bannersnack.com,100
8398,H,banner automotive,11,100,1,Image pack,Image pack,bannersnack.com,100
8944,M,make a banner in photoshop,48,100,12,,"Featured snippet, Thumbnail, People also ask, Top stories, Image pack, Video",bannersnack.com,8.333333333
8982,N,in banner video,20,100,1,,"Sitelinks, People also ask, Video, Thumbnail, Image pack",bannersnack.com,100
9024,N,office banner,22,100,24,,"Image pack, Sitelinks, People also ask, Top stories, Thumbnail",bannersnack.com,4.166666667
9030,L,business banner ideas,6,100,23,,"Shopping results, Thumbnail, Image pack, People also ask, Sitelinks, Top stories",bannersnack.com,4.347826087
8659,H,banner promotions,12,100,2,,"Sitelinks, Tweet box, Image pack",bannersnack.com,50
9036,M,create banner in photoshop,47,100,12,,"Featured snippet, Thumbnail, People also ask, Top stories",bannersnack.com,8.333333333
9038,N,teaching banner,8,100,1,,"Top stories, Thumbnail",bannersnack.com,100
8746,H,custom car banner,88,100,3,,"Adwords top, Sitelinks, Image pack, Top stories, Thumbnail, Shopping results",bannersnack.com,33.33333333
9085,S,happy new year banners,48,100,1,,"Top stories, Thumbnail, Knowledge panel",bannersnack.com,100
9133,N,su banner login,46,100,24,,Video,bannersnack.com,4.166666667
9149,N,printable banner templates,21,100,15,,"Image pack, Sitelinks, Adwords bottom",bannersnack.com,6.666666667
8849,H,landscape banner,58,100,1,,"Shopping results, Thumbnail, Adwords top, Sitelinks, Top stories, Adwords bottom",bannersnack.com,100
9170,N,drop banner,67,100,1,,"Shopping results, Thumbnail, Top stories",bannersnack.com,100
9187,M,how to craft banner,86,100,12,,"Featured snippet, Top stories, Thumbnail, People also ask, Sitelinks, Image pack",bannersnack.com,8.333333333
9194,M,shopify banner image size,75,100,1,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Image pack",bannersnack.com,100
8864,H,banner sales,67,100,6,,"Adwords top, Sitelinks, Image pack, Top stories, Thumbnail",bannersnack.com,16.66666667
9214,N,minershoes banner,30,100,1,Image pack,"Sitelinks, Video, Image pack",bannersnack.com,100
9233,M,animated website banner,2,100,33,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask, Adwords bottom",bannersnack.com,3.03030303
9241,N,printing banner size,40,100,17,,"Shopping results, Thumbnail, Featured snippet, People also ask, Image pack, Top stories, Video",bannersnack.com,5.882352941
9270,N,recruitment banner,10,100,1,,"Top stories, Thumbnail, Video, Knowledge panel",bannersnack.com,100
9277,N,typography banner,4,100,7,,"Image pack, People also ask, Top stories, Thumbnail",bannersnack.com,14.28571429
9282,L,school banner ideas,11,100,2,,Video,bannersnack.com,50
9295,N,breakfast banner,69,100,1,,"Image pack, Top stories, Thumbnail",bannersnack.com,100
9308,N,hero banner examples,92,100,17,,"People also ask, Top stories, Thumbnail",bannersnack.com,5.882352941
9314,M,best font for banners,3,100,4,,"Featured snippet, Thumbnail, People also ask, Top stories, Image pack, Video, Shopping results",bannersnack.com,25
9320,N,how to make a party banner,68,100,5,,"Shopping results, Thumbnail, Adwords top, Sitelinks, Top stories, Adwords bottom",bannersnack.com,20
9338,N,banner network,29,100,27,,"Sitelinks, People also ask, Knowledge panel",bannersnack.com,3.703703704
9348,M,sample banner,6,100,4,,"Shopping results, Thumbnail, Image pack, Top stories",bannersnack.com,25
9349,M,banner advertisements,1,100,37,Featured snippet,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Adwords bottom, Image pack",bannersnack.com,2.702702703
9358,N,banner experience,91,100,1,,People also ask,bannersnack.com,100
8868,H,apartment banners,98,100,1,,"Shopping results, Thumbnail, Adwords top, Sitelinks, Adwords bottom, Knowledge panel",bannersnack.com,100
9389,L,banner sizes in feet,1,100,6,Image pack,"Image pack, People also ask, Video",bannersnack.com,16.66666667
9403,M,standard website banner size,5,100,12,Image pack,"Featured snippet, Thumbnail, People also ask, Sitelinks, Image pack",bannersnack.com,8.333333333
9407,N,microsoft word banner,22,100,5,,"Top stories, Thumbnail, Sitelinks, People also ask, Image pack",bannersnack.com,20
9412,N,personal banner,23,100,32,,"Shopping results, Thumbnail, Adwords top, Sitelinks, People also ask, Top stories, Video, Adwords bottom, Knowledge panel",bannersnack.com,3.125
9445,N,is this good for the company banner,10,100,4,,"Shopping results, Thumbnail, Video",bannersnack.com,25
9453,N,banner writing,3,100,22,,"People also ask, Top stories, Thumbnail, Knowledge panel",bannersnack.com,4.545454545
9457,N,banner application,63,100,1,,"People also ask, Image pack",bannersnack.com,100
9472,L,banner web pc,56,100,11,,Image pack,bannersnack.com,9.090909091
9477,M,advertisement banners,9,100,30,,"Sitelinks, People also ask, Adwords bottom, Knowledge panel",bannersnack.com,3.333333333
8901,H,rich media banners,9,100,7,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom, Knowledge panel",bannersnack.com,14.28571429
8931,H,traveling banners,6,100,1,,"Top stories, Thumbnail, Knowledge panel",bannersnack.com,100
9498,N,banner post,15,100,1,,"Shopping results, Thumbnail, Top stories, Knowledge panel",bannersnack.com,100
9532,L,birthday banners etsy,29,100,1,,"Adwords top, Video",bannersnack.com,100
9543,N,how to make a banner on word,19,100,3,,"Featured snippet, Thumbnail, People also ask, Top stories, Sitelinks",bannersnack.com,33.33333333
9546,L,hd banners,27,100,4,,"Adwords top, Sitelinks, Image pack, Top stories, Thumbnail",bannersnack.com,25
9035,H,300x600 banner,5,100,12,,"People also ask, Top stories, Thumbnail, Sitelinks, Video",bannersnack.com,8.333333333
9573,N,how to make banner letters,52,100,3,,"Top stories, Thumbnail, People also ask, Image pack",bannersnack.com,33.33333333
9052,H,website banners images,2,100,5,,"Adwords top, Sitelinks, Image pack, People also ask, Top stories, Thumbnail",bannersnack.com,20
23291,M,shopify banner dimensions,83,30,1,,"Adwords top, People also ask, Top stories, Thumbnail, Image pack",klavio.com,30
27837,N,triggered banner,7,400,1,,"Image pack, Top stories, Thumbnail",personyze.com,400
